Season,TeamIdA,TeamIdB,SeedA,SeedB,ScoreA,ScoreB,Round,Seed_diff,Score_diff,WinA,A.team,A.conference,A.record,B.team,B.conference,B.record,Rank_diff,W_diff,L_diff,W_perc_diff,adj_em_diff,adj_o_diff,adj_o_rank_diff,adj_d_diff,adj_d_rank_diff,adj_tempo_diff,adj_tempo_rank_diff,luck_diff,luck_rank_diff,sos_adj_em_diff,sos_adj_em_rank_diff,sos_adj_o_diff,sos_adj_o_rank_diff,sos_adj_d_diff,sos_adj_d_rank_diff,nc_sos_adj_em_diff,nc_sos_adj_em_rank_diff
2007,1335,1401,X14,X03,52,68,1,11,-16,0,Penn,Ivy,22-9,Texas A&M,B12,27-7,85,-5,2,-0.08444022770398474,-19.279999999999998,-9.5,78,9.799999999999997,111,4.200000000000003,-165,0.094,-213,-8.120000000000001,114,-4.200000000000003,126,3.8999999999999915,111,7.12,-170
2007,1451,1417,Z15,Z02,42,70,1,13,-28,0,Weber St.,BSky,20-12,UCLA,P10,30-6,178,-10,6,-0.20833333333333337,-29.86,-13.300000000000011,176,16.5,166,1.5,-60,0.079,-119,-14.54,201,-6.200000000000003,140,8.399999999999991,294,-4.1,65
2007,1181,1433,Z06,Z11,77,79,1,-5,-2,0,Duke,ACC,22-11,VCU,CAA,28-7,-42,-6,4,-0.13333333333333341,8.75,-3.3999999999999915,26,-12.099999999999994,-118,-1,40,-0.076,140,11.100000000000001,-147,6.5,-158,-4.599999999999994,-137,3.63,-81
2007,1203,1435,W11,W06,44,77,1,5,-33,0,George Washington,A10,23-9,Vanderbilt,SEC,22-12,52,1,-3,0.0716911764705882,-8.95,-10.700000000000003,129,-1.7000000000000028,-21,0.30000000000001137,-9,0.08099999999999999,-140,-9.91,137,-4.799999999999997,124,5.099999999999994,150,-2.42,63
2007,1331,1450,W14,W03,54,70,1,11,-16,0,Oral Roberts,MCon,23-11,Washington St.,P10,26-8,61,-3,3,-0.08823529411764697,-10.510000000000002,-4.6000000000000085,59,5.900000000000006,58,6.5,-192,-0.011,24,-7.72,109,-2.6999999999999886,75,4.8999999999999915,146,9.190000000000001,-214
2007,1140,1462,X08,X09,77,79,1,-1,-2,0,BYU,MWC,25-9,Xavier,A10,25-9,14,0,0,0,-2.0199999999999996,-0.5999999999999943,5,1.3999999999999915,19,1.3999999999999915,-56,0.048,-104,1.4100000000000001,-20,0.29999999999999716,-10,-1.0999999999999943,-26,-3.6999999999999997,81
2007,1238,1196,Y16,Y01,69,112,1,15,-43,0,Jackson St.,SWAC,21-14,Florida,SEC,35-5,249,-14,9,-0.275,-40.29,-22.599999999999994,229,17.700000000000003,249,3.9000000000000057,-122,0.11200000000000002,-109,-18.89,288,-13.5,298,5.5,163,13.96,-280
2007,1310,1242,Z16b,Z01,67,107,1,15,-40,0,Niagara,MAAC,23-12,Kansas,B12,33-5,181,-10,7,-0.21127819548872184,-30.57,-8.099999999999994,90,22.5,270,-0.4000000000000057,9,0.087,-99,-13.030000000000001,217,-6.799999999999997,202,6.299999999999997,214,-4.260000000000001,114
2007,1437,1246,Z09,Z08,58,67,1,1,-9,0,Villanova,BE,22-11,Kentucky,SEC,22-12,8,0,-1,0.019607843137254832,-1.620000000000001,-3.5999999999999943,27,-2,-15,0,3,-0.006999999999999996,12,-2.210000000000001,4,-0.5,5,1.7000000000000028,8,-5.390000000000001,61
2007,1317,1272,X15,X02,58,73,1,13,-15,0,North Texas,SB,23-11,Memphis,CUSA,33-4,153,-10,7,-0.21542130365659773,-25.79,-12.400000000000006,159,13.400000000000006,144,0.6999999999999886,-13,0.0040000000000000036,-12,-9.33,176,-3.0999999999999943,94,6.199999999999989,222,-6.29,149
2007,1166,1305,X10,X07,71,77,1,3,-6,0,Creighton,MVC,22-11,Nevada,WAC,29-5,-19,-7,6,-0.18627450980392157,2.4400000000000013,-3.4000000000000057,22,-5.900000000000006,-74,-3.5999999999999943,150,-0.053,131,6.859999999999999,-89,4.099999999999994,-112,-2.799999999999997,-86,2.5699999999999994,-44
2007,1275,1332,Y14,Y03,56,58,1,11,-2,0,Miami OH,MAC,18-15,Oregon,P10,29-8,69,-11,7,-0.23832923832923836,-12.38,-12.599999999999994,133,-0.19999999999998863,-1,-7.899999999999999,172,-0.055,140,-3.1000000000000005,35,-1.7999999999999972,44,1.2999999999999972,36,15.530000000000001,-286
2007,1112,1345,Y08,Y09,63,72,1,-1,-9,0,Arizona,P10,20-11,Purdue,B10,22-12,-6,-2,-1,-0.00189753320683117,1.120000000000001,8.799999999999997,-69,7.699999999999989,75,1.7999999999999972,-58,-0.011,28,2.83,-23,0.6000000000000085,-7,-2.200000000000003,-39,9.15,-114
2007,1221,1356,Z13,Z04,51,61,1,9,-10,0,Holy Cross,Pat,25-9,Southern Illinois,MVC,29-7,77,-4,2,-0.0702614379084967,-13.63,-6.799999999999997,102,6.799999999999997,36,1.5,-19,0.008,-19,-13.89,201,-8.700000000000003,243,5.200000000000003,153,-6.32,100
2007,1253,1397,X12,X05,86,121,1,7,-35,0,Long Beach St.,BW,24-8,Tennessee,SEC,24-11,82,0,-3,0.06428571428571428,-12.849999999999998,-3.700000000000003,36,9.200000000000003,155,-0.29999999999999716,3,0.075,-83,-13.91,196,-8.299999999999997,227,5.6000000000000085,165,-4.77,123
2007,1308,1400,W13,W04,67,79,1,9,-12,0,New Mexico St.,WAC,25-9,Texas,B12,25-10,71,0,-1,0.021008403361344574,-11.969999999999999,-11.200000000000003,95,0.7999999999999972,13,2.1000000000000085,-51,0.043000000000000003,-110,-7.859999999999999,107,-3.8999999999999915,106,3.9000000000000057,114,-1.75,42
2007,1210,1424,Y10,Y07,63,67,1,3,-4,0,Georgia Tech,ACC,20-12,UNLV,MWC,30-7,-18,-10,5,-0.18581081081081086,2.780000000000001,4.300000000000011,-35,1.5,11,2,-84,-0.165,295,4.0200000000000005,-54,0.4000000000000057,-11,-3.5999999999999943,-104,-5.4,139
2007,1116,1425,W12,W05,60,77,1,7,-17,0,Arkansas,SEC,21-14,USC,P10,25-12,3,-4,2,-0.07567567567567568,-0.23999999999999844,-0.4000000000000057,5,-0.29999999999999716,-1,-1,45,-0.037000000000000005,90,1.8399999999999999,-26,2,-41,0.20000000000000284,9,7.9,-188
2007,1107,1438,X13,X04,57,84,1,9,-27,0,Albany,AE,23-10,Virginia,ACC,21-11,90,2,-1,0.04071969696969702,-13.18,-6.699999999999989,78,6.5,104,-4.200000000000003,167,0.103,-158,-11.74,168,-6.799999999999997,189,5,149,5.289999999999999,-128
2007,1228,1439,Z12,Z05,52,54,1,7,-2,0,Illinois,B10,23-12,Virginia Tech,ACC,22-12,-1,1,0,0.010084033613445342,0.120000000000001,-5.1000000000000085,62,-5.200000000000003,-26,-1.7000000000000028,48,-0.013000000000000001,33,-1.7899999999999991,25,-1.5,31,0.30000000000001137,13,-0.99,21
2007,1323,1457,Y06,Y11,64,74,1,-5,-10,0,Notre Dame,BE,24-8,Winthrop,BSth,29-5,-29,-5,3,-0.1029411764705882,5.209999999999999,5.199999999999989,-39,0.09999999999999432,2,8.800000000000004,-273,-0.073,172,6.74,-99,2.8000000000000114,-90,-3.8999999999999915,-114,-28.18,332
2007,1394,1458,Y15,Y02,63,76,1,13,-13,0,Texas A&M Corpus Chris,Slnd,26-7,Wisconsin,B10,30-6,83,-4,1,-0.045454545454545525,-17.689999999999998,-1.5,9,16.30000000000001,192,4.299999999999997,-165,0.023,-46,-12.9,201,-7.299999999999997,223,5.6000000000000085,173,3.6900000000000004,-87
2007,1268,1139,Y04,Y05,59,62,2,-1,-3,0,Maryland,ACC,25-9,Butler,Horz,29-7,-3,-4,2,-0.0702614379084967,0.9700000000000024,-5.599999999999994,42,-6.5,-40,13.300000000000004,-314,-0.043,102,3.710000000000001,-49,2.3000000000000114,-56,-1.3999999999999915,-39,-9.68,196
2007,1130,1207,W07,W02,55,62,2,5,-7,0,Boston College,ACC,21-12,Georgetown,BE,30-7,40,-9,5,-0.1744471744471745,-12.3,-4.700000000000003,11,7.599999999999994,86,4.899999999999999,-101,0.019999999999999997,-45,-0.05000000000000071,1,1,-13,1.1000000000000085,33,-1.3900000000000001,36
2007,1277,1314,W09,W01,67,81,2,8,-14,0,Michigan St.,B10,23-12,North Carolina,ACC,31-7,16,-8,5,-0.15864661654135337,-10.400000000000002,-8.200000000000003,46,2.200000000000003,8,-12.100000000000009,311,0.010000000000000002,-14,-1.879999999999999,22,-1.7999999999999972,26,0.10000000000000853,1,-4.73,106
2007,1462,1326,X09,X01,71,78,2,8,-7,0,Xavier,A10,25-9,Ohio St.,B10,35-4,29,-10,5,-0.1621417797888386,-11.2,-3.700000000000003,8,7.5,67,1.2999999999999972,-55,-0.10400000000000001,234,-6.99,91,-2.5,59,4.3999999999999915,122,5.109999999999999,-114
2007,1433,1338,Z11,Z03,79,84,2,8,-5,0,VCU,CAA,28-7,Pittsburgh,BE,29-8,41,-1,-1,0.016216216216216273,-8.349999999999998,-1.5,8,6.799999999999997,91,3.299999999999997,-120,-0.031,81,-9.34,128,-5.3999999999999915,143,3.9000000000000057,118,-0.47,12
2007,1257,1401,X06,X03,69,72,2,3,-3,0,Louisville,BE,24-10,Texas A&M,B12,27-7,12,-3,3,-0.08823529411764697,-6.6199999999999974,-5.799999999999997,33,0.7999999999999972,4,0.5,-18,0.0010000000000000009,-4,1.9100000000000001,-25,1.2000000000000028,-26,-0.8000000000000114,-19,2.3700000000000006,-53
2007,1231,1417,Z07,Z02,49,54,2,5,-5,0,Indiana,B10,21-11,UCLA,P10,30-6,8,-9,5,-0.17708333333333337,-5.57,0,-1,5.5,21,1.2000000000000028,-48,-0.077,166,-1.1199999999999992,10,-2.5,40,-1.4000000000000057,-17,-4.42,72
2007,1450,1435,W03,W06,74,78,2,-3,-4,0,Washington St.,P10,26-8,Vanderbilt,SEC,22-12,-16,4,-4,0.11764705882352933,2.6400000000000006,-4,40,-6.6000000000000085,-63,-6.599999999999994,196,-0.004,10,-2.55,35,-1.9000000000000057,42,0.7000000000000028,25,-2.2199999999999998,59
2007,1345,1196,Y09,Y01,67,74,2,8,-7,0,Purdue,B10,22-12,Florida,SEC,35-5,28,-13,7,-0.2279411764705882,-12.5,-12.099999999999994,73,0.4000000000000057,2,0.7000000000000028,-31,-0.026000000000000002,65,0.6399999999999988,-8,0.7000000000000028,-18,0.10000000000000853,4,7.95,-184
2007,1246,1242,Z08,Z01,76,88,2,7,-12,0,Kentucky,SEC,22-12,Kansas,B12,33-5,8,-11,7,-0.22136222910216719,-6.079999999999998,1.7000000000000028,-14,7.799999999999997,33,-2.9000000000000057,102,-0.06,152,6.37,-58,2.9000000000000057,-56,-3.4000000000000057,-63,9.14,-145
2007,1305,1272,X07,X02,62,78,2,5,-16,0,Nevada,WAC,29-5,Memphis,CUSA,33-4,38,-4,1,-0.03895071542130368,-8.719999999999999,1.7999999999999972,-14,10.600000000000009,99,-2.1000000000000085,71,0,1,-0.9500000000000002,15,-1.0999999999999943,31,-0.20000000000000284,-3,-1.8800000000000001,34
2007,1457,1332,Y11,Y03,61,75,2,8,-14,0,Winthrop,BSth,29-5,Oregon,P10,29-8,33,0,-3,0.06915739268680443,-5.950000000000001,-5.3999999999999915,40,0.4000000000000057,6,-4.100000000000001,143,0.024,-49,-9.9,136,-4.900000000000006,138,5,146,24.15,-319
2007,1439,1356,Z05,Z04,48,63,2,1,-15,0,Virginia Tech,ACC,22-12,Southern Illinois,MVC,29-7,21,-7,5,-0.15849673202614378,-3.650000000000002,2.6000000000000085,-30,6.200000000000003,28,2.700000000000003,-60,-0.021,49,-0.33999999999999986,4,-0.29999999999999716,2,0.09999999999999432,4,-6.51,105
2007,1438,1397,X04,X05,74,77,2,-1,-3,0,Virginia,ACC,21-11,Tennessee,SEC,24-11,17,-3,0,-0.02946428571428572,-2.8599999999999994,-1.8000000000000114,13,1.1000000000000085,16,-3.3999999999999915,64,-0.029000000000000005,76,-2.3000000000000007,31,-1.0999999999999943,19,1.1000000000000085,41,-6.16,154
2007,1458,1424,Y02,Y07,68,74,2,-5,-6,0,Wisconsin,B10,30-6,UNLV,MWC,30-7,-33,0,-1,0.022522522522522515,8.620000000000001,3,-26,-5.700000000000003,-32,-1.4000000000000057,53,-0.064,77,2.17,-28,-1,23,-3.200000000000003,-88,-3.8600000000000003,91
2007,1400,1425,W04,W05,68,87,2,-1,-19,0,Texas,B12,25-10,USC,P10,25-12,-14,0,-2,0.038610038610038644,2.379999999999999,8.5,-66,6.099999999999994,66,0.5,-21,-0.024,54,-0.7000000000000002,12,-0.20000000000000284,2,0.5999999999999943,24,4.62,-102
2007,1356,1242,Z04,Z01,58,61,3,3,-3,0,Southern Illinois,MVC,29-7,Kansas,B12,33-5,11,-4,2,-0.0628654970760234,-6.779999999999998,-5.5,55,1.2999999999999972,2,-7.700000000000003,249,-0.013999999999999999,36,3.329999999999999,-47,2.1000000000000085,-47,-1.2000000000000028,-42,8.23,-140
2007,1401,1272,X03,X02,64,65,3,1,-1,0,Texas A&M,B12,27-7,Memphis,CUSA,33-4,-2,-6,3,-0.0977742448330684,2.16,3.8999999999999915,-21,1.7000000000000028,4,-4.700000000000003,179,-0.077,177,2.4499999999999997,-28,1.4000000000000057,-43,-1,-30,-9.39,221
2007,1397,1326,X05,X01,84,85,3,4,-1,0,Tennessee,SEC,24-11,Ohio St.,B10,35-4,28,-11,7,-0.21172161172161175,-11.04,-5.099999999999994,18,5.8999999999999915,44,6.3999999999999915,-187,-0.022,42,0.75,-10,1.2999999999999972,-28,0.5999999999999943,13,3.52,-86
2007,1338,1417,Z03,Z02,55,64,3,1,-9,0,Pittsburgh,BE,29-8,UCLA,P10,30-6,5,-1,2,-0.0495495495495496,-4.25,2.6999999999999886,-17,6.900000000000006,31,-1.5,47,0.014000000000000002,-39,-1.540000000000001,18,-1.4000000000000057,16,0.19999999999998863,5,-5.21,98
2007,1139,1196,Y05,Y01,57,65,3,4,-8,0,Butler,Horz,29-7,Florida,SEC,35-5,13,-6,2,-0.06944444444444442,-9.36,-4.799999999999997,10,4.5,34,-7.699999999999996,169,-0.012,35,-3.960000000000001,52,-2.5,61,1.5,42,13.48,-277
2007,1435,1207,W06,W02,65,66,3,4,-1,0,Vanderbilt,SEC,22-12,Georgetown,BE,30-7,39,-8,5,-0.16375198728139906,-12.25,-6.299999999999997,22,5.900000000000006,58,7.199999999999996,-201,0.002,-3,-1.0700000000000003,16,-0.20000000000000284,4,0.9000000000000057,25,-1.7200000000000002,46
2007,1425,1314,W05,W01,64,74,3,4,-10,0,USC,P10,25-12,North Carolina,ACC,31-7,38,-6,5,-0.14011379800853485,-14.510000000000002,-10,69,4.6000000000000085,22,-5.300000000000011,103,0.062,-136,-2.6899999999999995,33,-2.700000000000003,50,-0.09999999999999432,-4,-9.72,225
2007,1424,1332,Y07,Y03,72,76,3,4,-4,0,UNLV,MWC,30-7,Oregon,P10,29-8,23,1,-1,0.027027027027027084,-3.9300000000000033,-5.700000000000003,43,-1.7999999999999972,-14,-0.7999999999999972,32,0.067,-86,-1.58,20,1.0999999999999943,-27,2.700000000000003,70,11.379999999999999,-229
2007,1272,1326,X02,X01,76,92,4,1,-16,0,Memphis,CUSA,33-4,Ohio St.,B10,35-4,6,-2,0,-0.005544005544005581,-4.52,-5.599999999999994,24,-1.1000000000000085,-1,3.5,-138,-0.027000000000000003,58,-6.890000000000001,89,-3.700000000000003,93,3.200000000000003,93,5.12,-115
2007,1242,1417,Z01,Z02,55,68,4,-1,-13,0,Kansas,B12,33-5,UCLA,P10,30-6,-1,3,-1,0.03508771929824561,0.6600000000000001,-0.10000000000000853,2,-0.7999999999999972,-1,5,-188,0.012,-30,-4.22,55,-2.9000000000000057,55,1.2999999999999972,44,-6.859999999999999,131
2007,1332,1196,Y03,Y01,77,85,4,2,-8,0,Oregon,P10,29-8,Florida,SEC,35-5,16,-6,3,-0.09121621621621623,-10.049999999999997,-4.5,7,5.599999999999994,41,0.20000000000000284,-4,0.002999999999999999,-10,-1.54,22,-1.0999999999999943,26,0.5,16,-2.2199999999999998,10
2007,1314,1207,W01,W02,84,96,4,-1,-12,0,North Carolina,ACC,31-7,Georgetown,BE,30-7,-3,1,0,0.004978662873399653,2.8900000000000006,-1,1,-3.9000000000000057,-17,13.000000000000007,-319,-0.052,116,0.5399999999999991,-4,1.2999999999999972,-17,0.7999999999999972,22,4.12,-92
2007,1417,1196,Z02,Y01,66,76,5,1,-10,0,UCLA,P10,30-6,Florida,SEC,35-5,4,-5,1,-0.04166666666666663,-3.66,-7.3999999999999915,26,-3.700000000000003,-11,-2.0999999999999943,89,-0.009000000000000001,22,2.3499999999999996,-29,1.9000000000000057,-30,-0.3999999999999915,-17,12.8,-273
2007,1207,1326,W02,X01,60,67,5,1,-7,0,Georgetown,BE,30-7,Ohio St.,B10,35-4,1,-5,3,-0.08662508662508661,-0.8499999999999979,1,-2,1.7999999999999972,10,-5.500000000000007,121,-0.051000000000000004,117,0.5899999999999999,-7,0.7000000000000028,-19,0.09999999999999432,1,0.69,-17
2007,1326,1196,X01,Y01,75,84,6,0,-9,0,Ohio St.,B10,35-4,Florida,SEC,35-5,1,0,-1,0.022435897435897467,-1.4800000000000004,-1.7999999999999972,3,-0.29999999999999716,-2,-0.8999999999999915,44,0.029,-64,1.0899999999999999,-16,-0.09999999999999432,4,-1.0999999999999943,-33,5.16,-121
2008,1125,1181,Z15,Z02,70,71,1,13,-1,0,Belmont,ASun,25-9,Duke,ACC,28-6,123,-3,3,-0.08823529411764697,-22.869999999999997,-6.599999999999994,58,16.299999999999997,209,-2.9000000000000057,40,0.081,-164,-15.27,254,-8.199999999999989,256,7.099999999999994,250,-2.8499999999999996,60
2008,1340,1242,X16,X01,61,85,1,15,-24,0,Portland St.,BSky,23-10,Kansas,B12,37-3,111,-14,7,-0.22803030303030303,-29.810000000000002,-12.300000000000011,85,17.5,160,-0.5,17,0.05,-97,-13.07,218,-6.5,194,6.6000000000000085,236,5.36,-124
2008,1425,1243,X06,X11,67,80,1,-5,-13,0,USC,P10,21-12,Kansas St.,B12,21-12,2,0,0,0,-0.22999999999999687,-3.700000000000003,25,-3.3999999999999915,-27,-4.5,133,0.044000000000000004,-106,2.09,-24,1.7000000000000028,-36,-0.4000000000000057,-6,3.13,-103
2008,1246,1266,Y11,Y06,66,74,1,5,-8,0,Kentucky,SEC,18-13,Marquette,BE,25-10,64,-7,3,-0.13364055299539168,-12.15,-7.5,84,4.700000000000003,46,-4.199999999999996,164,0.037,-93,-1.879999999999999,25,-0.5,9,1.4000000000000057,41,3.24,-58
2008,1396,1277,Y12,Y05,61,72,1,7,-11,0,Temple,A10,21-13,Michigan St.,B10,27-9,38,-6,4,-0.13235294117647056,-8.78,-3,24,5.700000000000003,69,0.30000000000000426,-20,-0.05,119,-2.630000000000001,39,-0.7999999999999972,21,1.7999999999999972,53,3.14,-64
2008,1206,1323,W12,W05,50,68,1,7,-18,0,George Mason,CAA,23-11,Notre Dame,BE,25-8,56,-2,3,-0.08110516934046341,-9.39,-3.8999999999999915,32,5.400000000000006,74,-7.899999999999999,265,-0.052000000000000005,124,-7.45,112,-4.900000000000006,155,2.6000000000000085,84,9.299999999999999,-225
2008,1331,1338,Y13,Y04,63,82,1,9,-19,0,Oral Roberts,Sum,24-9,Pittsburgh,BE,27-10,55,-3,-1,-0.002457002457002422,-9.64,-11.799999999999997,143,-2.0999999999999943,-23,-0.29999999999999716,15,0.005000000000000001,-9,-9.53,140,-2.3999999999999915,59,7.1000000000000085,223,10.44,-186
2008,1124,1345,Z11,Z06,79,90,1,5,-11,0,Baylor,B12,21-11,Purdue,B10,25-9,11,-4,2,-0.07904411764705888,-3.4800000000000004,5.200000000000003,-41,8.700000000000003,97,3.1999999999999886,-83,-0.002999999999999999,8,1.17,-16,0.7000000000000028,-22,-0.4000000000000057,-11,-1.2200000000000002,21
2008,1165,1390,Y14,Y03,53,77,1,11,-24,0,Cornell,Ivy,22-6,Stanford,P10,28-8,111,-6,-2,0.007936507936507908,-18.34,-3.5,33,14.799999999999997,196,4.500000000000007,-168,0.04599999999999999,-63,-16.25,276,-10,303,6.299999999999997,220,2.7300000000000004,-42
2008,1140,1401,Z08,Z09,62,67,1,-1,-5,0,BYU,MWC,27-8,Texas A&M,B12,25-11,14,2,-3,0.07698412698412704,-4.17,-4.8999999999999915,66,-0.5999999999999943,-5,6,-212,0.023,-53,-6.81,92,-3.200000000000003,88,3.6000000000000085,119,0.8999999999999995,-15
2008,1290,1417,Z16,Z01,29,70,1,15,-41,0,Mississippi Valley St.,SWAC,17-16,UCLA,P10,35-4,302,-18,12,-0.38228438228438233,-45.150000000000006,-26.099999999999994,316,19,231,-1.0999999999999943,50,0.068,-59,-21.03,323,-12.599999999999994,325,8.400000000000006,291,14.669999999999998,-192
2008,1245,1424,X09,X08,58,71,1,1,-13,0,Kent St.,MAC,28-7,UNLV,MWC,27-8,7,1,-1,0.02857142857142858,-0.6700000000000017,-2.4000000000000057,38,-1.7000000000000028,-17,1.1999999999999957,-52,-0.006000000000000005,5,-2.0700000000000003,32,-0.7999999999999972,35,1.2999999999999972,46,0.75,-20
2008,1457,1450,W13,W04,40,71,1,9,-31,0,Winthrop,BSth,22-12,Washington St.,P10,26-9,94,-4,3,-0.09579831932773109,-17.94,-15.599999999999994,209,2.299999999999997,11,3.3000000000000043,-36,0.004,-12,-10,146,-3.9000000000000057,94,6.099999999999994,215,14.32,-290
2008,1112,1452,Z10,Z07,65,75,1,3,-10,0,Arizona,P10,19-15,West Virginia,BE,26-11,5,-7,4,-0.14387917329093802,-2.1499999999999986,1.8000000000000114,-15,4,40,-0.29999999999999716,11,-0.06,109,3.7200000000000006,-27,1.7999999999999972,-23,-1.9000000000000057,-30,10.73,-198
2008,1168,1458,X14,X03,56,71,1,11,-15,0,Cal St. Fullerton,BW,24-9,Wisconsin,B10,31-5,83,-7,4,-0.13383838383838387,-18.21,-1.2000000000000028,8,17.10000000000001,173,10.499999999999993,-294,-0.053,126,-11.3,185,-5.599999999999994,182,5.700000000000003,190,-2.82,90
2008,1208,1462,Z14,Z03,61,73,1,11,-12,0,Georgia,SEC,17-17,Xavier,A10,30-7,76,-13,10,-0.31081081081081086,-13.97,-13,158,1,6,0.9000000000000057,-42,-0.086,204,0.6099999999999994,-6,0.4000000000000057,-12,-0.20000000000000284,-5,-7.6,205
2008,1231,1116,W08,W09,72,86,1,-1,-14,0,Indiana,B10,25-8,Arkansas,SEC,23-12,-11,2,-4,0.10043290043290043,3.24,3.1999999999999886,-24,-0.10000000000000853,-4,-0.29999999999999716,15,0.028999999999999998,-68,-0.9100000000000001,12,-1.8000000000000114,50,-0.9000000000000057,-23,-1.69,55
2008,1375,1139,W10,W07,61,81,1,3,-20,0,South Alabama,SB,26-7,Butler,Horz,30-4,45,-4,3,-0.09447415329768272,-8.169999999999998,-3.6000000000000085,28,4.599999999999994,64,5.299999999999997,-150,-0.004,13,-4.859999999999999,84,-1.2000000000000028,49,3.700000000000003,129,-4.529999999999999,81
2008,1211,1172,X07,X10,76,82,1,-3,-6,0,Gonzaga,WCC,25-8,Davidson,SC,29-7,14,-4,1,-0.04797979797979801,-4.559999999999999,-2.5,21,2.0999999999999943,17,-0.29999999999999716,7,0.006999999999999996,-15,-0.79,10,-1.2000000000000028,42,-0.29999999999999716,-8,-7.22,21
2008,1420,1207,X15,X02,47,66,1,13,-19,0,UMBC,AE,24-9,Georgetown,BE,28-6,120,-4,3,-0.09625668449197855,-21.7,-2,18,19.599999999999994,276,3.200000000000003,-86,0.028,-53,-12.79,206,-7.5,243,5.200000000000003,168,5.4,-156
2008,1129,1257,W14,W03,61,79,1,11,-18,0,Boise St.,WAC,25-9,Louisville,BE,27-9,118,-2,0,-0.014705882352941124,-21.52,-4.3999999999999915,44,17.099999999999994,187,5.400000000000006,-141,0.14200000000000002,-283,-11.98,191,-5.1000000000000085,149,6.900000000000006,235,-4.15,130
2008,1426,1272,Y16,Y01,63,87,1,15,-24,0,UT Arlington,Slnd,21-12,Memphis,CUSA,38-2,178,-17,10,-0.3136363636363636,-33.82,-16.700000000000003,196,17.099999999999994,168,0.5,-19,0.033,-77,-10.64,181,-7.5,242,3.200000000000003,103,-11.350000000000001,262
2008,1388,1274,Y10,Y07,64,78,1,3,-14,0,Saint Mary's,WCC,25-7,Miami FL,ACC,23-11,5,2,-4,0.10477941176470584,-0.7200000000000006,-3.299999999999997,32,-2.5,-29,0.6000000000000085,-21,0.033,-80,-7.67,107,-3.299999999999997,104,4.3999999999999915,137,7.89,-208
2008,1332,1280,Y09,Y08,69,76,1,1,-7,0,Oregon,P10,18-14,Mississippi St.,SEC,23-11,3,-5,3,-0.11397058823529416,-1.1099999999999994,10.599999999999994,-87,11.599999999999994,149,-0.7999999999999972,27,0.007999999999999993,-19,4.340000000000001,-61,0.8000000000000114,-21,-3.3999999999999915,-92,1.59,-44
2008,1291,1314,W16b,W01,74,113,1,15,-39,0,Mount St. Mary's,NEC,19-15,North Carolina,ACC,36-3,170,-17,12,-0.3642533936651584,-31.54,-22.799999999999997,232,8.699999999999989,92,-6.400000000000006,129,-0.036000000000000004,80,-15.53,258,-6.400000000000006,205,9.100000000000009,293,-1.55,41
2008,1386,1328,W11,W06,64,72,1,5,-8,0,Saint Joseph's,A10,21-13,Oklahoma,B12,23-12,1,-2,1,-0.0394957983193277,-0.15000000000000036,5.599999999999994,-49,5.700000000000003,73,0.8999999999999986,-40,-0.14600000000000002,295,-3.6399999999999997,55,-1.3999999999999915,33,2.1999999999999886,63,1.8900000000000001,-47
2008,1163,1360,Z04,Z13,69,70,1,-9,-1,0,Connecticut,BE,24-9,San Diego,WCC,22-14,-93,2,-5,0.11616161616161613,14.259999999999998,13.600000000000009,-176,-0.7000000000000028,-10,4.099999999999994,-159,-0.046,105,6.24,-86,3.4000000000000057,-80,-2.9000000000000057,-95,-3.88,99
2008,1435,1373,X04,X13,62,83,1,-9,-21,0,Vanderbilt,SEC,26-8,Siena,MAAC,23-11,-37,3,-3,0.08823529411764697,4.66,3.700000000000003,-39,-1.1000000000000085,-19,0.6000000000000085,-19,0.07400000000000001,-82,6.61,-100,3.3000000000000114,-95,-3.299999999999997,-114,-5.39,133
2008,1110,1397,W15,W02,57,72,1,13,-15,0,American,Pat,21-12,Tennessee,SEC,31-5,137,-10,7,-0.2247474747474748,-20.5,-8.299999999999997,87,12.299999999999997,190,-10.300000000000004,299,-0.065,62,-13.81,227,-9.5,291,4.299999999999997,132,-9.809999999999999,192
2008,1122,1400,Y15,Y02,54,74,1,13,-20,0,Austin Peay,OVC,24-11,Texas,B12,31-7,159,-7,4,-0.1300751879699248,-25.39,-16,156,9.400000000000006,153,1.6000000000000014,-67,0.041999999999999996,-51,-16.72,285,-5.900000000000006,175,10.799999999999997,330,5.15,-104
2008,1155,1437,X05,X12,69,75,1,-7,-6,0,Clemson,ACC,24-10,Villanova,BE,22-13,-30,2,-3,0.07731092436974796,7.82,4.799999999999997,-40,-3.0999999999999943,-20,-0.09999999999999432,4,-0.08099999999999999,196,0.3899999999999988,-10,0.3999999999999915,-10,0,4,2.71,-85
2008,1179,1443,Z05,Z12,99,101,1,-7,-2,0,Drake,MVC,28-5,Western Kentucky,SB,29-7,-26,-1,-2,0.04292929292929293,6.860000000000001,8.099999999999994,-44,1.2000000000000028,14,-5.300000000000004,193,0.032,-74,5.739999999999999,-84,2.200000000000003,-75,-3.6000000000000085,-109,-1.5799999999999998,42
2008,1424,1242,X08,X01,56,75,2,7,-19,0,UNLV,MWC,27-8,Kansas,B12,37-3,47,-10,5,-0.15357142857142858,-21.5,-10.700000000000003,65,10.799999999999997,50,-2.8999999999999986,114,0.069,-117,-6.470000000000001,94,-4.900000000000006,123,1.6000000000000085,46,0.5499999999999999,-13
